Minuto,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19
24,103.81038727316823,113.5569952846358,107.57635796208424,131.78438516984176,97.42036943600512,101.70904147510251,75.59256256402772,78.0065599029174,91.54986131597431,93.33817994242493,13.896849195249846,28.60843760008549,24.69839652140672,11.669358956313324,21.34513022741274,18.266454559429892,29.627311241612045,18.91555469491835,12.24944908474806,13.012838020758716
25,106.19057580116784,115.75665795819094,109.77821280005278,134.31613069844335,98.67111932011191,103.46880025962594,76.90112190610026,80.76386428114695,93.28425388961489,95.24035655500566,13.223769931249494,27.528595681864445,23.784114678280346,11.048195555940502,21.295536271785085,16.104780345925445,27.151649741302915,16.48419574961809,9.62368387783685,11.047241607800037
26,105.09091581670012,115.4385630368695,108.77462950484743,133.81890563929667,98.82057830394659,101.070685536792,75.6311168124654,77.51282336294813,90.78653498660317,93.78147869254829,9.426291886017372,22.756032270895414,19.82395947181209,5.283657165367612,15.979239057470586,13.59449416127959,24.900275786768795,13.41608110480332,7.86103584226277,8.721334564460694
27,109.58743574972814,119.60180800375676,111.71429424241128,138.6592574418337,102.92437692459127,97.81979921922168,73.38075182280127,74.73849274445553,88.49612250987042,89.71007169265046,13.830000860969369,28.955740591520197,25.24958681773624,12.601330080486852,22.192778338521382,15.23996691663209,26.578617969805503,16.219596948620215,9.064267475352526,10.46521711316178
28,104.20936294585876,113.26467333210115,107.32499857488708,130.94430441045,96.7798122700822,102.75390589632181,77.27171719338419,79.5842099576016,93.32237855112264,94.44805231210906,14.543301956308575,29.6442752515016,25.702410509812967,13.164800252488048,22.35625571449592,15.544755686130465,25.715660143236864,14.700164245818652,6.8853435855033585,9.21429678479594
29,107.03437028529548,117.3581436514338,110.03651160810705,136.16035069181734,101.52208455437672,98.52372766723704,73.38552563887579,76.02449420658643,89.92060751325363,90.7299962195726,10.946904382931779,23.896230624573978,21.461173545033766,7.316413098439977,18.08731070980953,14.339698472576101,25.204981973058587,13.460975178500572,8.441410041624946,8.562971825473708
30,105.37964770234491,114.86793639629668,107.91223204747621,132.51071295995732,97.67416482178807,102.43138178825679,75.42475206960025,78.67498691989466,92.42329659011432,94.11907691262685,9.714148371742905,22.358885333368118,20.13942945215021,6.657392522946762,17.74629332611455,15.627239725936374,26.733098736018615,16.424152330367843,9.723799992850147,10.227275313673589
31,103.9487015353782,113.51081986600857,107.38599023029595,131.1701166933461,97.47516989432884,100.0806186771222,74.67350008481111,76.07285377951281,90.02958961471018,91.14491848121396,16.77460633773022,31.728142696923957,28.055841337968257,15.802067005978534,25.413190977283033,18.72042857273993,31.461979212201168,19.87833748170468,13.622703499152125,14.155275281601133
32,109.46730215959354,119.29769447022582,112.67630762172868,138.50712709770417,103.19656282934457,101.53456527158015,75.76054422268817,78.06152730632873,92.20443459384279,94.0693430166654,11.734316206475796,26.292164074087847,23.983252230301208,9.291660688521315,20.689031970347923,13.471112591896137,24.63169934462575,11.687872607110728,7.382906920991435,6.974815570623037
33,109.43398698795322,119.46591573509106,113.42373820158001,139.0945789311946,103.35112724907803,102.03491548718543,75.98303635028867,78.20787372726913,92.22147058265448,93.747326019394,11.216360418431602,24.649509355777443,21.80573855353181,8.135725649159944,18.848202885240294,12.969223814301314,25.00460657308957,13.584411875335753,8.128149735639703,9.10103529116413
34,109.25742676802557,119.80594661516889,112.48347399752751,139.7631112237935,102.34465192719787,99.72826461055989,74.91196394639606,76.6086610561607,91.22719228061027,92.17036109650928,13.664523015447868,30.205928584322926,25.728941979631912,12.283075070611911,22.051831558835037,11.760960016463711,21.98504656211634,11.217258389850262,5.512597411981804,6.621298966135342
35,110.36748885696325,121.29495212751729,113.1533724664256,139.9918165575802,103.43991600178668,100.47824952134705,74.47252891194874,78.1422991115053,90.02042461341244,92.27642863498163,11.527740679985778,25.118090097793623,21.98557348445203,8.590253009356795,18.759362964230977,14.146795727503179,25.53091981714251,14.78909577296254,8.502789990422187,9.618204410681477
36,117.19704208944327,127.44791618925832,119.59471280333807,148.56213546426616,109.55600801628286,99.27409507823275,73.04408751423603,77.6791120367699,89.931913541633,90.63431999571658,9.272619139051255,21.541591880514492,18.108100153485587,3.84337123194146,16.14608605727836,12.711048929254773,23.63579930912967,12.048054863362392,6.1847567718764775,7.001777737671766
37,111.89030415983414,121.20765516085261,114.92200567143034,141.13284695955878,104.2298730529412,96.14239032075267,70.83346684271666,73.21882979612961,85.91426538833892,86.62904472020682,10.13489622721756,24.31977764241872,21.139431281016083,6.975199803666943,17.62063759513193,12.300065946996122,23.236357306521736,11.439864650902116,5.2204228774698915,5.920615173464001
38,113.42953409153345,123.53351678610667,116.61104745781023,143.48611995584363,105.87790693940187,99.00420449961716,74.06704646992644,75.9662382906392,88.9474152616063,90.73276301502366,12.789884620891405,27.9587407875246,24.420191152254702,10.843925514036219,20.351166736323073,11.167016027543994,21.12928070221767,9.350169083423618,3.9609498866830077,4.966419491091662
39,111.86063914672452,121.68808215285256,114.8407483698984,141.5975120625433,104.57175832830433,96.65330162026594,71.47359533485826,73.79889745105855,86.53796894116012,88.63908272171541,4.873724693373275,16.023666569317335,15.073457885338948,0.04777268455391437,11.021177369867749,15.652044140528805,26.730170260706565,17.292365326893663,10.33663867127057,11.39424189221713
40,114.24546070131282,124.07587397442678,117.62135457997972,144.92137798806857,107.71482017376843,98.17848310540072,72.44505502248882,76.07087236525517,88.57299187478078,90.29402411499127,9.33696635982001,21.853354024793557,19.546792502632663,4.545539540765802,16.288692644199738,17.83545148782102,29.527359346023474,18.0124830775399,12.104150570244016,12.693792034493956
41,114.07957601125986,123.2161035362208,117.11330852367183,143.94452591184952,106.39106283529149,95.96726093911786,71.19422732051403,73.17087329195611,85.72001164516921,88.13014693989477,13.424416359197517,26.86200823686723,24.0623205757686,10.501070804490162,20.885873264330332,18.4131467569521,31.244349623932774,20.582911386770554,12.76810358061494,14.267014939590426
42,114.38488386655469,124.04948552974403,117.14214736342242,144.17118499221687,106.81698931026979,94.69357316638026,70.14341646470136,72.38891547844564,85.7121515923202,86.85971284215684,8.374893635625684,20.83629808582221,19.500603283575025,4.411932729260199,15.574856247984313,11.677621579755003,22.562993897124816,11.402028149622232,5.730439060220919,5.799415385222243
43,118.05656538209979,129.2417873972378,120.5442188160265,150.07365471662177,110.92144965335804,99.51846938997224,74.26777808940706,78.01488766531996,89.67396865340572,91.62709403598569,12.752642696537848,28.398877845593812,24.571553438059418,11.142797486696336,20.809822133838697,17.673430311553936,29.31793065541928,18.771835988074443,11.961447423797146,13.405634924920333
44,117.94637764759113,127.88290368707777,120.90492469431767,148.85471075616545,110.63770978967882,98.61969868858317,73.84318900281832,76.14832813047231,89.17174102539953,90.50245125734232,13.707518953463541,27.198854398420842,23.41757789178831,10.45598799949216,21.1976329843902,12.841169886906963,24.387225278667355,13.2072397690843,7.0244851179488546,7.851830389189693
45,117.2910291774285,126.49498945300611,119.09296277189226,148.0848413868986,109.69883130676533,97.33654333578829,71.68630406807428,74.6417433249681,86.96695673540584,88.42814048784088,9.62417000892368,21.502771831489877,19.6132825028414,5.266031657738621,16.366871345988248,12.116585461725291,23.937362504485893,11.994328088239618,6.364976792820574,8.769771254688983
46,111.9965929002079,122.21034798498862,115.23338348772094,142.2443910283076,105.65126285281556,97.1249392430035,70.22384356992293,74.86031944521456,86.93018196402531,87.62646521190189,7.741553542267535,19.342721655757813,17.517403062436184,3.199726020968487,15.52707642483893,15.642937394029072,28.158375863529255,16.68269741331185,11.38001313623311,11.049865498654567
47,116.82571654197243,126.35833309283544,118.95692662343995,148.44043896977902,110.10190136461445,94.43640309832159,70.58979617842644,72.1227730242467,86.23763866106866,87.42530267470369,8.538123552569683,21.046466209969978,17.438309188476786,3.953765635765917,16.047246302798296,16.406035820672702,29.256009713065055,17.712873110399183,11.196644643574832,12.316779967929465
48,122.91823212127287,133.13985241891046,125.02667963041537,155.7029341151024,114.7809003884204,96.21322251033372,72.0654946504151,73.5972269175472,86.04340874513356,88.58234371662485,15.912721517785508,30.713421103540604,27.05627625929601,14.509754536466943,23.666096409968336,17.09268524221805,29.782845948479313,18.17950891493802,11.681143106671456,12.364144745446843
49,117.76396514964323,128.28255090758614,120.16290272517054,150.00356946039435,110.2283431056686,94.13864697412032,68.62767444289037,71.69105574647561,84.81907146512563,85.74231489864759,13.13964356895988,29.09895709036379,24.630870274361722,11.683823259705393,21.63488906111787,10.367138424308804,20.342451823787616,8.978747515866463,3.8679980023473535,4.819982355236592
50,121.82556952073809,130.86172812395438,123.35119178676158,152.9801132783954,113.27638369501719,97.46637660739474,72.07465513510743,74.39659890884641,87.49777517143896,88.34843436390554,9.55512359893686,21.823177239811706,19.194446886815737,5.062767980517165,16.34887134744641,14.710355725452885,26.239319324468674,14.541147052142337,8.349849443507702,9.242842769584476
51,122.17305664036245,132.65192942456014,124.2317967149577,154.13824573931925,115.32958032415931,94.42389098689951,68.57722410285787,72.35709220450843,85.57421319653977,86.30554975216042,5.935377927373644,18.667543743845158,16.916139532470186,2.9451174738465307,13.502116423621583,17.205236409862955,28.648552181657017,17.285109061891863,9.952872299487517,11.56139390850974
52,121.12142485793736,130.47919225323358,122.75509472664757,152.7599630848785,112.99163501566207,92.41241421495398,68.77274796543917,71.31729169865558,84.82519296253331,85.83719244120591,7.8055856500307,21.855338529381008,19.11711857024166,4.35162911807712,15.398915323938043,17.20668253558326,29.734140701065975,18.287601501802673,12.092810047981176,12.772344974105735
53,118.87589427521246,128.78938632918113,121.52494572807564,150.06642292575444,110.69427205772845,93.55085437268609,69.54173697917251,72.39937121590523,85.5718982857116,86.07566279105895,8.495686161493857,22.704854265405277,18.935150633758308,4.950561938114616,16.20569289594585,16.421400447139597,28.97177089972759,16.997162933382036,11.011759275514548,11.368593204891631
54,116.61267570704467,126.81134212057384,118.77118771595617,147.83406390044996,109.54736632088729,93.07288509990518,67.92375359224069,70.79569678342627,82.92070272198009,84.635499940094,5.13813934579316,17.222366367575706,14.245613730911023,-0.5342689455029649,11.758802971047768,10.526513912484935,20.788921654739934,10.695005891523891,5.348644198232859,4.89618681881368
55,122.37135117178103,132.93448981749447,124.42236088359097,155.43446212821613,115.10918741335509,94.11148643387492,69.7503569629739,71.93834110174797,85.34337433857243,85.85609294492026,8.262098331946376,20.315986406077815,17.870653932043073,3.272498474218186,15.313630324248518,16.344098432989274,28.199406721479257,16.963477508949385,10.708961590317323,11.458837556935562
56,120.05010871283542,130.56137600013267,121.61103572959158,152.9291519889825,113.25587381571448,92.1922905509265,66.83900965836163,69.83160190354901,83.25043414728677,83.97763470403275,11.255258144681774,24.32143907771267,21.798308943186512,8.447406584387299,18.84003395163436,13.917298899136425,24.721358452374375,13.905982310044655,8.176196903160347,8.000747056068803
57,122.8399971183355,133.8775264448683,125.15328451456774,154.6256510024383,115.82240827672265,94.12061524726131,69.18793546473398,71.40356538328757,84.1458883627219,85.76523256805554,3.176979062179804,13.242867388846893,12.914431420310954,-2.278138465406948,9.228108475172684,14.298866587307517,25.124369532999737,14.791947906279528,8.340348554361894,8.829720837404626
58,120.64547894288992,130.44038931333566,122.74574454801201,152.7999486865414,112.41687069697855,94.36693727797054,69.64272474586045,72.26434793841315,85.3581637722317,87.22117402138305,9.580665736621977,23.26130689945491,19.171281562033975,6.5542504150689735,16.586558814090097,17.071753999742914,28.16176139743299,17.72286384069606,11.694565609146203,11.48353918841175
59,123.00814966960753,134.08946143623913,124.74894140190953,154.8360632883218,115.89344444708152,91.08859317999062,65.93252726112628,69.22369450211283,83.39982444485422,83.31619657243172,10.383118319384907,24.53436695693139,22.012614650174207,8.024453796165577,19.038628302777465,16.1628764944276,26.556124111894583,15.782660239606459,10.048595036428301,11.085326590545103
60,123.89203565411083,134.18331722680696,126.35339872052762,155.26935870278172,116.02373602927034,92.24375261525799,67.16408919043754,68.68938520656242,82.53335326349902,82.71877438807121,5.337946533798613,17.435718672259856,15.870592322258076,0.2566849627619967,12.798460728563045,16.24742544885416,27.821047509445382,16.61210717047245,10.437850484608179,11.252654426648348
61,123.90407722647348,134.70677425986372,125.9357630654799,158.01607966141793,116.69143588833968,92.21969333322156,67.49631127835642,70.30569018066868,83.12537034990847,82.89693167437184,10.987472710175114,25.933863684384974,22.171568102615293,9.076430083706676,19.48064062459097,13.470824554689512,23.69091157993516,11.783179997168054,6.008759172972694,7.546260263205952
62,122.01821227619513,132.7255445787837,124.59594511171274,154.83962964528027,114.90168055228125,89.6919794767646,66.58433906008518,67.3874710436843,81.7192964367216,82.22869984953081,4.962887882118967,16.624091816928132,16.161496232597006,1.226387296227282,12.314708886261121,15.574468560136532,27.13371520843347,16.44726159773943,10.297872061940733,11.622462574407887
63,127.5678754605458,138.02497332142133,128.50285351916847,161.30643273090405,118.78092227509975,91.14981415180205,67.18519603035614,68.86840303513199,82.29669313406184,83.21090969083953,7.5759257091300025,21.405293476596455,19.1986353755563,4.071689136337915,16.71957053428521,17.041864702219605,27.555164893572556,17.31659346661555,11.292695788884304,11.902015243326014
64,123.23505466667824,135.52388172446192,126.57311064115731,157.16052278374755,116.54322147883492,90.69194014977899,66.91168800429305,69.40441333776755,81.80969803027676,82.94834068207645,5.5938023910868075,17.67083078928585,16.616449090042973,1.4728388897798148,13.979999238764705,14.727364655938555,25.76742764978843,14.519266664412973,9.667953411118102,10.11067995928201
65,122.75839913437338,133.60339624236218,123.63315694265772,155.09519363044953,114.88688882623556,90.57605113796934,66.84282979660318,69.17146280577026,83.41239943810152,83.72768355754691,6.099406289317487,17.894694753842703,15.745127439229805,1.9444750793867938,13.17295394282883,15.9159895798334,26.86660407709857,14.982039603825912,9.73202607428875,10.282036291235634
66,125.86739049712513,136.7341129898205,128.24595710467776,160.0288145122677,117.73209482004951,87.90681918643493,64.34339524581836,66.59662621344769,78.89435739242603,79.98494024422102,5.910998808057868,17.58292284761643,15.8803516348753,0.18182384353428735,11.615253557601752,15.52149244013766,28.17671151749067,16.283125649746502,10.076549079003351,11.913858796963376
67,127.00482098271439,138.02591200412488,128.83963391212072,160.17118193014565,118.5112124532613,87.62661327738171,63.131289548080105,65.24233552390787,78.72961764234151,78.29369652119381,8.867448841765723,21.462538089457077,18.520828987202545,4.53910796186124,16.27135924221314,13.900166957327587,26.59129168987858,15.137891053681285,7.494545305650134,8.700783182472874
68,127.40584457031477,137.1077815195371,128.57448396187795,160.6566945829556,119.998910978843,88.0449334639001,64.01454006474764,66.65061543845765,79.34277113965183,79.27160487314197,8.508134708642194,21.331596908318076,19.256661651072093,5.073907258381451,16.11749685830565,14.710796352452236,27.33033758040424,15.206138176224663,8.812495815939206,9.210215990018131
69,129.47769687347696,140.9326468254659,131.51287757024537,164.15999070070876,121.85984144675571,87.14315697953508,63.31722611645529,64.97785168303713,77.52060357494896,77.7091293411873,6.268279876023177,19.34685964835872,16.816349350428027,2.2252907425544235,13.46557902003985,16.558804350284664,28.027762394998927,17.169559255533933,10.241082631267831,11.980603581410367
70,126.84685970429231,138.2074965210166,128.5889712805581,160.97833312997486,118.94334330736427,88.85452734981142,64.53901922159491,66.99632145440049,79.39338016082654,80.92598648786567,4.244187190271752,14.572298704735868,11.828149076621186,-2.2759045964522704,9.844091934926691,16.99417430127854,29.91181800039645,18.6953521530612,13.180819590552787,13.613241110402146
71,127.51812824500647,138.8242141660973,129.7942470929635,160.2095246325893,120.21512409495801,85.74399708510143,60.97599211267598,64.47488037851089,76.813848732144,78.01862405676118,7.468290812861612,20.835070138606994,18.090274130149485,2.283008192815144,14.98143462714165,22.045886893926355,35.624342562336864,24.76024985596243,17.29937795083896,18.033183028527052
72,126.59145721197746,136.29652504655357,128.60777883375644,160.00458154026467,118.94908462997817,90.22394975703386,66.91853972637857,69.27374955265596,82.35277335554495,82.70331978469233,7.193717875375912,19.288324220746507,17.571384023855103,3.713366685563037,14.844496016778823,15.767976362209474,27.37928340362908,17.462184519511666,9.040893674153722,11.425952115831755
73,129.07715506323783,140.74167601661682,131.36880244329151,165.41398664964106,122.35130022753428,88.62229567978092,65.12592258389154,67.30787395735473,80.62993067629641,81.95294624427548,5.957341101856115,18.031744728722703,15.87556917728629,1.202273825041772,13.077358105784109,16.37895765796444,28.83239006970737,17.929379250801176,10.885897049508646,11.690002016874738
74,129.46027630709952,140.27241937516874,130.43083750889983,163.6372583883223,120.91881118274974,86.0033442512995,63.209723118686284,65.219846374142,77.25412289153277,76.9719462865192,11.071433269177447,24.791691706964976,21.559547685993234,7.96123483045932,19.637153641647206,11.641769810932578,21.105176596862382,9.951277113049164,4.719048490760723,5.1850748164448675
75,128.14510608499043,140.07320830340416,130.8837276119929,162.44411428435313,119.49605849798546,86.82057211439763,63.78629391956356,66.24189179000692,78.24687240918912,78.77326020638925,2.2470930524730477,12.844855369344655,12.6972981991728,-2.876315085407254,8.016382673489048,16.11052036449019,27.704586725336494,17.633825740725346,11.223239088602455,11.75885078862608
76,126.24046182942888,137.89402261925972,129.02195177925583,159.75476922603926,117.96454083550783,83.11405659773197,59.03410009577682,60.83530809620605,74.94882168098742,74.1854260635624,1.0417504458734852,11.187403364059735,10.090933776556726,-5.536921046932128,6.969023852314195,15.115088595392765,26.20931280298201,15.99923877663876,9.413679706238023,10.373976205474627
77,132.86679929784395,143.52344107512812,134.42577436864502,168.7312236957074,125.25760640056293,88.35353653823542,65.27161277221624,67.85202084658948,80.30724632748172,79.85821802754596,5.4238207744819436,15.195360854537574,14.601190296531653,-1.3345202700090395,10.763326408583975,14.598122212104043,26.15717625622617,14.893686764908386,9.365778541822635,10.75223864446653
78,127.19546377267716,138.26927741647276,130.09584285865688,162.17954613104422,120.71074488424792,83.2889474276286,60.21709610169836,62.40841338377159,74.92617468491507,75.85998068380025,7.789380325697554,21.206116664717825,19.621713737819398,4.725427837365483,15.823624383345201,12.794755486163137,24.59603040634283,13.817568166950968,7.478635862898627,8.117602717749106
79,129.39671649121794,140.89935864621089,131.03346472707037,163.93183575594136,121.26182099102894,84.30934495356597,60.57995070279992,63.19961659759336,76.0648300462251,75.15432159967503,4.201020226978778,15.754266413158026,14.175681227889168,-1.174016260281403,9.683324869170235,12.419241906090008,22.861160004480173,12.725459016866965,5.997384657275928,6.676219360327737
80,131.64658291202645,143.97353499586737,133.21540237282622,166.2377732759891,123.52698480338867,80.59690128454578,56.10228947707642,58.77446374514175,71.41434051208961,71.95224310497639,4.720027856273744,15.363006522810737,13.976572054521915,-1.8439766199673076,10.552567737344354,11.417864108881927,22.295709737624975,11.212787006464762,4.909112452659434,6.528117518388423
81,129.00072882844833,140.46030953159482,130.85713352462835,162.5887193536299,121.47512097109913,83.74665743285229,60.24193146217297,62.369742806583545,75.03124554863092,75.91989420719881,9.372500212213277,22.637912604562832,19.251937351576576,5.424006490189237,16.503259280065475,14.936646694132566,26.172356923694565,13.963442727380578,7.77811726370702,9.445196832926284
82,128.6174160427919,139.2385772934722,130.33019030359682,162.78263028697813,120.78869632815335,80.20666544604917,57.95619754996043,59.71046943022594,73.33605405563006,71.58597225196169,8.473606914737221,20.505448295881312,17.877409999816702,3.635378470080776,14.96513124961876,17.67596318246842,29.71846091067072,19.118327793207694,11.984405118890717,13.33459434247368
83,127.16083188130162,140.08500279213885,130.24766639064825,161.64219356579162,120.45125464840501,82.90043527773406,59.722839719580385,62.01506121518457,73.88841430096517,75.31374311942479,8.059534609365683,19.790403163515094,18.269173849901236,3.457347002379563,15.144159994560251,9.379690436647529,19.634083776324676,8.205428525365987,2.9561830163961487,3.7706660519100357
84,132.79158772892382,144.86605372878157,134.857564088018,167.69335630352583,125.2906598384122,80.4925796685922,57.483206786886406,59.751029768771204,72.46107951864644,72.54580330709364,8.52182492981728,22.673641101714026,18.827236883192295,4.775690884454337,15.949794611245645,15.39307574934798,27.866462922743857,16.221821867351835,8.598423092467106,9.796229568212986
